################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.0451376845936273E-01 a       236     0    16     1    11
 -2.9576633223418275E-01 a       237     0    16     1    12
 -1.1249800474620902E-01 a       238     0    16     1    13
  2.4341565958106728E-01 a       239     0    16     1    14
  3.1478122288880589E-01 a       240     0    16     1    15
  5.1913320912756189E-01 a       241     0    17     1     1
  1.0005181863354138E+00 a       242     0    17     1     2
  1.8694053974203018E-01 a       243     0    17     1     3
  2.3457689003364410E-01 a       244     0    17     1     4
  6.4016308286013701E-01 a       245     0    17     1     5
  2.9664034578042003E-01 a       246     0    17     1     6
 -8.0798605086045716E-01 a       247     0    17     1     7
  3.6668728274415685E-01 a       248     0    17     1     8
  1.2682735983091148E-01 a       249     0    17     1     9
  4.7541871950724779E-01 a       250     0    17     1    10
  1.0516542612347037E-01 a       251     0    17     1    11
 -1.3473250012358945E-01 a       252     0    17     1    12
  6.3399828488080856E-01 a       253     0    17     1    13
  3.3211552947882761E-01 a       254     0    17     1    14
 -1.8700585752926591E-02 a       255     0    17     1    15
 -2.1656324855539330E-01 a       256     0    18     1     1
 -6.9307716114155662E-02 a       257     0    18     1     2
  6.3630905997620046E-01 a       258     0    18     1     3
 -3.8362154669189458E-01 a       259     0    18     1     4
 -3.5954182117547785E-02 a       260     0    18     1     5
  3.7796807402645571E-02 a       261     0    18     1     6
  7.9999714826189361E-01 a       262     0    18     1     7
 -6.0855304798997034E-01 a       263     0    18     1     8
 -8.4598265426891561E-01 a       264     0    18     1     9
  4.9934598315890694E-01 a       265     0    18     1    10
  3.1032938270459670E-01 a       266     0    18     1    11
 -2.4988673826485924E-01 a       267     0    18     1    12
  5.4911944265931933E-01 a       268     0    18     1    13
  2.7796339490327215E-01 a       269     0    18     1    14
 -4.6524902834577114E-01 a       270     0    18     1    15
  3.4075165821897074E-01 a       271     0    19     1     1
 -1.4761932231533210E+00 a       272     0    19     1     2
  8.9290827815481055E-01 a       273     0    19     1     3
 -9.7941631358295944E-01 a       274     0    19     1     4
 -1.0316575578048868E+00 a       275     0    19     1     5
  3.0341435569950809E-01 a       276     0    19     1     6
 -4.5039907066492119E-01 a       277     0    19     1     7
  7.2513071808967411E-01 a       278     0    19     1     8
 -1.1589882549662653E-02 a       279     0    19     1     9
 -3.6568475846670567E-01 a       280     0    19     1    10
 -2.8411248085028468E-01 a       281     0    19     1    11
  9.1737239009120142E-01 a       282     0    19     1    12
  4.0913036907385814E-01 a       283     0    19     1    13
 -1.6123731755074464E+00 a       284     0    19     1    14
  1.8856466941885437E+00 a       285     0    19     1    15
 -7.7902250211107460E-01 a       286     0    20     1     1
 -7.7931520275990673E-01 a       287     0    20     1     2
 -7.5824853791131996E-01 a       288     0    20     1     3
 -6.8664201967220129E-01 a       289     0    20     1     4
 -3.6188086977345163E-01 a       290     0    20     1     5
  7.1331671824840584E-02 a       291     0    20     1     6
  1.6733590979993651E+00 a       292     0    20     1     7
 -1.0671551582680063E+00 a       293     0    20     1     8
 -2.5589260907404687E-01 a       294     0    20     1     9
 -7.1900987412055839E-01 a       295     0    20     1    10
 -1.2614453932088790E-01 a       296     0    20     1    11
 -4.3512411290065744E-01 a       297     0    20     1    12
 -8.9212850447883196E-01 a       298     0    20     1    13
  4.9455306837570900E-01 a       299     0    20     1    14
  4.4843383118781699E-01 a       300     0    20     1    15
  6.1927917997065496E-01 a       301     0    21     1     1
 -7.3845802279645334E-01 a       302     0    21     1     2
 -1.1404509330938523E-01 a       303     0    21     1     3
 -4.1757953924704860E-01 a       304     0    21     1     4
  4.7329974830018878E-01 a       305     0    21     1     5
  8.7874079055297494E-01 a       306     0    21     1     6
 -1.5301855832265857E-01 a       307     0    21     1     7
 -8.5826648476301104E-01 a       308     0    21     1     8
 -6.2796199290356591E-01 a       309     0    21     1     9
 -4.2379599005726998E-01 a       310     0    21     1    10
 -1.4748659208252241E-01 a       311     0    21     1    11
  4.8360156132818202E-02 a       312     0    21     1    12
 -9.6955158035906941E-01 a       313     0    21     1    13
  2.8445189560065381E-01 a       314     0    21     1    14
 -1.1790572057640011E-01 a       315     0    21     1    15
 -3.4943151848069226E-01 a       316     0    22     1     1
  8.5160973122408701E-01 a       317     0    22     1     2
  8.9673031412303017E-01 a       318     0    22     1     3
 -6.6123463631907586E-01 a       319     0    22     1     4
  5.5888018979161191E-03 a       320     0    22     1     5
 -1.9047066877687974E-01 a       321     0    22     1     6
 -1.4619934470473564E-01 a       322     0    22     1     7
  1.3321068361715636E+00 a       323     0    22     1     8
 -8.4053976284560261E-01 a       324     0    22     1     9
 -3.5316960973486972E-01 a       325     0    22     1    10
  1.9239149846699241E-01 a       326     0    22     1    11
 -1.3484782106028034E-01 a       327     0    22     1    12
 -2.0987572761856148E+00 a       328     0    22     1    13
  7.7948599968466992E-01 a       329     0    22     1    14
  3.7308777266531629E-01 a       330     0    22     1    15
  1.6441238122603527E-01 a       331     0    23     1     1
  6.6152154454215817E-01 a       332     0    23     1     2
 -3.1329835419552227E-01 a       333     0    23     1     3
  7.1728377696697421E-01 a       334     0    23     1     4
  4.8571503633772206E-01 a       335     0    23     1     5
 -7.4428907689840540E-01 a       336     0    23     1     6
  3.3327079642072412E-02 a       337     0    23     1     7
  9.8825956738166487E-01 a       338     0    23     1     8
 -8.5965919028670623E-02 a       339     0    23     1     9
  1.6880687994604668E-01 a       340     0    23     1    10
  4.9928840924233819E-01 a       341     0    23     1    11
  1.2125382860631853E+00 a       342     0    23     1    12
  4.8913179404608365E-01 a       343     0    23     1    13
 -1.1435987038500985E+00 a       344     0    23     1    14
  2.3082039002407356E-01 a       345     0    23     1    15
  2.6148095408376881E-01 a       346     0    24     1     1
 -2.2480902204588882E-01 a       347     0    24     1     2
 -9.7246117106737218E-01 a       348     0    24     1     3
 -3.3523709243013977E-01 a       349     0    24     1     4
 -4.9060071226634910E-01 a       350     0    24     1     5
 -6.4049299929418035E-01 a       351     0    24     1     6
 -3.8719201196553599E-01 a       352     0    24     1     7
  2.8392279821613708E-01 a       353     0    24     1     8
  1.7572380531893345E-01 a       354     0    24     1     9
 -5.9133154739799942E-01 a       355     0    24     1    10
 -5.4821688757045489E-02 a       356     0    24     1    11
 -3.2829366015659950E-01 a       357     0    24     1    12
  5.2342294945299350E-01 a       358     0    24     1    13
 -5.6304296992632774E-01 a       359     0    24     1    14
  4.7866319193046425E-01 a       360     0    24     1    15
 -1.6258006667203106E+00 a       361     0    25     1     1
 -3.1023129895241086E-01 a       362     0    25     1     2
 -4.3920205200686752E-01 a       363     0    25     1     3
 -3.5579791289675211E-01 a       364     0    25     1     4
  1.0257565477268360E+00 a       365     0    25     1     5
  2.2008413008043409E-01 a       366     0    25     1     6
  1.3256693878099554E-01 a       367     0    25     1     7
 -1.0260105371737958E+00 a       368     0    25     1     8
 -4.2900591244443087E-01 a       369     0    25     1     9
 -5.6815206889390590E-01 a       370     0    25     1    10
 -1.4284235633327650E-02 a       371     0    25     1    11
 -3.4087410515214095E-01 a       372     0    25     1    12
 -1.9851844654509296E-01 a       373     0    25     1    13
 -4.6005935270820045E-02 a       374     0    25     1    14
  5.6155346394582117E-01 a       375     0    25     1    15
 -7.9196159162924706E-01 a       376     0    26     1     1
 -5.5982036342139219E-01 a       377     0    26     1     2
 -7.5982464171421815E-01 a       378     0    26     1     3
 -7.7552833210627037E-01 a       379     0    26     1     4
  3.1091791906850814E-02 a       380     0    26     1     5
 -1.5720600336738016E-01 a       381     0    26     1     6
  2.2843497785997462E-02 a       382     0    26     1     7
  1.9848702138048635E-01 a       383     0    26     1     8
  1.7036196022837078E+00 a       384     0    26     1     9
 -1.6962470268772464E-01 a       385     0    26     1    10
 -4.0812947430576585E-01 a       386     0    26     1    11
  7.7748320796586157E-01 a       387     0    26     1    12
  4.9969538922645960E-02 a       388     0    26     1    13
 -4.7505060769058671E-01 a       389     0    26     1    14
 -2.5565151300134620E-01 a       390     0    26     1    15
 -6.9088899390137137E-01 a       391     0    27     1     1
 -2.2336228571171335E-01 a       392     0    27     1     2
 -3.4803228492590689E-02 a       393     0    27     1     3
  2.6650487704586967E-01 a       394     0    27     1     4
 -4.4593782389289455E-01 a       395     0    27     1     5
  2.7992894950684072E-01 a       396     0    27     1     6
  1.2588308557153874E-01 a       397     0    27     1     7
  1.5946127440884236E-02 a       398     0    27     1     8
  8.6668648707939633E-01 a       399     0    27     1     9
  2.7179198703646529E-01 a       400     0    27     1    10
 -5.1504749657881155E-02 a       401     0    27     1    11
 -4.7122634733250462E-01 a       402     0    27     1    12
  1.3716318789110027E-01 a       403     0    27     1    13
 -2.6041900041151750E-01 a       404     0    27     1    14
 -1.7391325768460561E-01 a       405     0    27     1    15
 -4.0609093178547601E-01 a       406     0    28     1     1
 -1.0804358813162267E-02 a       407     0    28     1     2
 -3.2382109821088750E-01 a       408     0    28     1     3
 -1.9402992530083410E-01 a       409     0    28     1     4
  3.1094933989192369E-01 a       410     0    28     1     5
 -5.9210393924939630E-01 a       411     0    28     1     6
 -1.1896384178033145E-04 a       412     0    28     1     7
  9.8050051914152128E-02 a       413     0    28     1     8
 -3.7981100719314248E-01 a       414     0    28     1     9
  5.6961749938857154E-01 a       415     0    28     1    10
 -2.6183676298206343E-01 a       416     0    28     1    11
 -4.1928906397947491E-01 a       417     0    28     1    12
 -1.6047562411857702E-01 a       418     0    28     1    13
 -9.9350747508748027E-01 a       419     0    28     1    14
 -1.1952786785238916E+00 a       420     0    28     1    15
 -1.1055169514144299E-01 a       421     0    29     1     1
 -1.1280881799501092E+00 a       422     0    29     1     2
  5.2720056871106313E-01 a       423     0    29     1     3
 -6.9382383928930103E-01 a       424     0    29     1     4
 -1.5169602708533145E+00 a       425     0    29     1     5
 -9.5122428251326024E-02 a       426     0    29     1     6
 -4.2144523538825479E-01 a       427     0    29     1     7
 -2.4404879468486074E-02 a       428     0    29     1     8
  1.3880989508467403E-01 a       429     0    29     1     9
 -7.3998306894361576E-01 a       430     0    29     1    10
 -1.3686659584448242E-02 a       431     0    29     1    11
 -8.8897354789103966E-01 a       432     0    29     1    12
  1.6864453582713465E-01 a       433     0    29     1    13
  4.5718519795924578E-01 a       434     0    29     1    14
 -4.1671853700847150E-01 a       435     0    29     1    15
  4.0965289793867393E-01 a       436     0    30     1     1
 -6.3866546096684229E-01 a       437     0    30     1     2
  1.0671401657096049E+00 a       438     0    30     1     3
  9.5121562487780753E-01 a       439     0    30     1     4
  4.4545012516231253E-01 a       440     0    30     1     5
 -6.7657836083683337E-02 a       441     0    30     1     6
  6.1754779691162509E-01 a       442     0    30     1     7
  3.9931891728216146E-01 a       443     0    30     1     8
  4.7041872699953763E-01 a       444     0    30     1     9
 -2.0687394835737441E-01 a       445     0    30     1    10
 -2.6825692831820874E-01 a       446     0    30     1    11
  1.7093588703798518E-01 a       447     0    30     1    12
 -5.0990241245232415E-01 a       448     0    30     1    13
 -1.9529317672335200E-01 a       449     0    30     1    14
  1.6707851640113167E-01 a       450     0    30     1    15
  1.6208600481816999E+00 a       451     0    31     1     1
  3.6632478378870109E-01 a       452     0    31     1     2
  6.8944334822200870E-01 a       453     0    31     1     3
  9.7164771568364416E-01 a       454     0    31     1     4
 -4.4893804709546703E-01 a       455     0    31     1     5
  7.2409821727235057E-01 a       456     0    31     1     6
  6.6800015934925860E-01 a       457     0    31     1     7
 -2.9685390741716727E-01 a       458     0    31     1     8
 -5.8387721526220271E-01 a       459     0    31     1     9
  2.8365920558790431E-01 a       460     0    31     1    10
  4.8792112514235525E-01 a       461     0    31     1    11
  6.2801639412152721E-01 a       462     0    31     1    12
  7.9399153349680207E-01 a       463     0    31     1    13
 -8.5250297879668091E-01 a       464     0    31     1    14
 -3.1577618029352095E-01 a       465     0    31     1    15
  1.5697062852257390E-01 a       466     0    32     1     1
 -4.3004286947196872E-02 a       467     0    32     1     2
  2.8045699976478031E-02 a       468     0    32     1     3
  6.6037748147285613E-01 a       469     0    32     1     4
  6.2620788554117301E-01 a       470     0    32     1     5
  7.6511477321028781E-02 a       471     0    32     1     6
 -1.7361386119814209E-01 a       472     0    32     1     7
  3.6619721977523167E-01 a       473     0    32     1     8
  5.4891780299076112E-02 a       474     0    32     1     9
  7.2115350330330064E-01 a       475     0    32     1    10
  1.3305538589831514E-01 a       476     0    32     1    11
  7.1025056544108367E-01 a       477     0    32     1    12
 -3.0609783862725226E-01 a       478     0    32     1    13
  2.1534638025748820E-01 a       479     0    32     1    14
 -4.9894881156007814E-01 a       480     0    32     1    15
  3.1657127320218753E-01 a       481     0    33     1     1
  4.7460965862744764E-01 a       482     0    33     1     2
 -3.6520189021880239E-01 a       483     0    33     1     3
 -5.3468504142172878E-02 a       484     0    33     1     4
 -4.0275683235442877E-01 a       485     0    33     1     5
 -4.1720043388296130E-02 a       486     0    33     1     6
  2.0134225762843108E-01 a       487     0    33     1     7
  9.1983894042153169E-01 a       488     0    33     1     8
  4.8406045817029569E-01 a       489     0    33     1     9
 -8.6057109043985835E-01 a       490     0    33     1    10
  6.9242342073711771E-01 a       491     0    33     1    11
 -2.3687625334457389E-02 a       492     0    33     1    12
 -5.2344224967821318E-01 a       493     0    33     1    13
  8.3662816802963808E-02 a       494     0    33     1    14
  4.6008178615395151E-01 a       495     0    33     1    15
 -4.5250067692576043E-02 a       496     0    34     1     1
  2.2131605765106457E+00 a       497     0    34     1     2
  8.0346794230261240E-02 a       498     0    34     1     3
  7.2436751080143927E-02 a       499     0    34     1     4
  1.1630515744060916E+00 a       500     0    34     1     5
  3.8602828778714499E-01 a       501     0    34     1     6
 -1.6011495541940424E-01 a       502     0    34     1     7
 -9.8210179081239435E-01 a       503     0    34     1     8
  9.4225802546773785E-01 a       504     0    34     1     9
  9.4061880515905816E-01 a       505     0    34     1    10
  3.4280390058765753E-01 a       506     0    34     1    11
 -1.0369114419533410E+00 a       507     0    34     1    12
  8.9187415258190628E-02 a       508     0    34     1    13
 -7.1653829460337781E-01 a       509     0    34     1    14
  4.0441005948385211E-01 a       510     0    34     1    15
  2.2023978824663354E-01 a       511     0    35     1     1
 -7.4379939242969317E-01 a       512     0    35     1     2
 -4.2887471149010914E-01 a       513     0    35     1     3
 -4.2675187665180719E-01 a       514     0    35     1     4
 -2.0622973253950103E-01 a       515     0    35     1     5
 -7.0244941623127354E-03 a       516     0    35     1     6
  8.0529838706790557E-01 a       517     0    35     1     7
 -8.3569675787745545E-01 a       518     0    35     1     8
  1.5745557196437407E-01 a       519     0    35     1     9
  2.4550242019665958E-01 a       520     0    35     1    10
 -6.3024214381285504E-01 a       521     0    35     1    11
 -1.0442831050050210E+00 a       522     0    35     1    12
 -3.7492691769353037E-01 a       523     0    35     1    13
 -2.7015013583557164E-03 a       524     0    35     1    14
 -1.4796656736650138E-01 a       525     0    35     1    15
  2.7493070615698245E-01 a       526     0    36     1     1
 -1.3722749938089185E-01 a       527     0    36     1     2
 -9.1533713647623371E-01 a       528     0    36     1     3
  5.2975964470930970E-01 a       529     0    36     1     4
