################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.4985285361620984E-01 a         1     0     1     1     1
 -4.8419322277470733E-01 a         2     0     1     1     2
 -8.3565064185980698E-01 a         3     0     1     1     3
  2.5523595044690167E-01 a         4     0     1     1     4
 -6.8433220970624342E-01 a         5     0     1     1     5
  9.0317792808797204E-01 a         6     0     1     1     6
 -2.7594120258407107E-01 a         7     0     1     1     7
  1.3610685929340764E+00 a         8     0     1     1     8
  3.7701362560698753E-01 a         9     0     1     1     9
 -6.2719985203176709E-01 a        10     0     1     1    10
 -4.6722780180684020E-01 a        11     0     1     1    11
 -5.6438510907875983E-01 a        12     0     1     1    12
 -6.6812481646627994E-02 a        13     0     1     1    13
 -6.5622256019541114E-01 a        14     0     1     1    14
  3.1230575059742266E-01 a        15     0     1     1    15
 -1.6669458135088735E+00 a        16     0     2     1     1
  2.2398768087574927E+00 a        17     0     2     1     2
 -6.0103054999372396E-01 a        18     0     2     1     3
  1.3522744477768522E+00 a        19     0     2     1     4
 -1.2232218846452820E+00 a        20     0     2     1     5
  2.5652415891600522E-01 a        21     0     2     1     6
 -2.6840123565880711E+00 a        22     0     2     1     7
  5.5484234773041852E-01 a        23     0     2     1     8
 -6.1448913320982168E+00 a        24     0     2     1     9
 -1.0547827168434130E+00 a        25     0     2     1    10
 -2.3666986261460096E-01 a        26     0     2     1    11
  1.6766003910678815E+00 a        27     0     2     1    12
 -5.3282173785079436E+00 a        28     0     2     1    13
 -7.4724916888442339E-01 a        29     0     2     1    14
  3.7406127609759349E-01 a        30     0     2     1    15
 -1.3483237169330786E+00 a        31     0     3     1     1
  1.3408075342755496E-01 a        32     0     3     1     2
  6.0779433736142507E-01 a        33     0     3     1     3
  3.6304021827040350E-01 a        34     0     3     1     4
  2.0108800286579159E-01 a        35     0     3     1     5
 -1.1624504589209092E-02 a        36     0     3     1     6
 -3.0995527515688720E-01 a        37     0     3     1     7
  1.1151655274373289E+00 a        38     0     3     1     8
 -4.7057142500851312E-01 a        39     0     3     1     9
  1.0899149649172084E+00 a        40     0     3     1    10
  3.0598842615268601E-01 a        41     0     3     1    11
  5.2393148427982719E-02 a        42     0     3     1    12
 -6.6912955712944672E-02 a        43     0     3     1    13
 -6.9228043041823817E-01 a        44     0     3     1    14
  2.5696817618290685E-01 a        45     0     3     1    15
  9.3295154290402627E-01 a        46     0     4     1     1
 -1.7320496368794607E+00 a        47     0     4     1     2
  2.0187733039972941E-01 a        48     0     4     1     3
 -1.2642669363651713E+00 a        49     0     4     1     4
  2.1005203264358361E+00 a        50     0     4     1     5
 -3.1503013258965956E-01 a        51     0     4     1     6
  1.3703748171706083E+00 a        52     0     4     1     7
 -1.5403942160574615E+00 a        53     0     4     1     8
  2.2527570781057356E+00 a        54     0     4     1     9
 -6.8346938696615511E-01 a        55     0     4     1    10
 -1.7939026872432634E-01 a        56     0     4     1    11
  1.3458413103911011E-02 a        57     0     4     1    12
  3.7678980650975937E+00 a        58     0     4     1    13
 -1.8193427711845689E+00 a        59     0     4     1    14
 -1.5031544462000629E-01 a        60     0     4     1    15
 -4.3999217353545500E-01 a        61     0     5     1     1
 -6.1119757380900852E-01 a        62     0     5     1     2
 -5.1677331653610303E-01 a        63     0     5     1     3
  3.2907268215373658E-01 a        64     0     5     1     4
  6.3846268515115379E-02 a        65     0     5     1     5
 -9.0394796151036894E-01 a        66     0     5     1     6
 -9.6899476279536850E-02 a        67     0     5     1     7
 -8.9097732689401221E-01 a        68     0     5     1     8
  2.2636775002810156E-01 a        69     0     5     1     9
 -3.1361662717652034E-01 a        70     0     5     1    10
  3.9936614353792343E-01 a        71     0     5     1    11
  3.6016156756022771E-01 a        72     0     5     1    12
  1.8731935935509908E-01 a        73     0     5     1    13
  4.0004557283784853E-01 a        74     0     5     1    14
 -7.2325338131681727E-01 a        75     0     5     1    15
  9.2500918728880799E-01 a        76     0     6     1     1
 -3.0615960492383034E+00 a        77     0     6     1     2
 -1.9581461310993603E-01 a        78     0     6     1     3
 -4.1883711954058422E-01 a        79     0     6     1     4
  8.4258222643439085E-01 a        80     0     6     1     5
 -8.7557203232593495E-01 a        81     0     6     1     6
  2.1543820568744807E+00 a        82     0     6     1     7
  3.3029094429292050E-01 a        83     0     6     1     8
  5.0251715462586857E+00 a        84     0     6     1     9
  2.5562367278504189E-01 a        85     0     6     1    10
  3.9052850051224758E-01 a        86     0     6     1    11
 -9.2487169885431497E-01 a        87     0     6     1    12
  6.4272998608168050E+00 a        88     0     6     1    13
 -1.7383452815955689E+00 a        89     0     6     1    14
 -2.1170171698498663E+00 a        90     0     6     1    15
 -8.4434693940268687E-03 a        91     0     7     1     1
  2.8615411391021105E-02 a        92     0     7     1     2
