################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.6200599042340788E-01 a         1     0     1     1     1
  1.1262533831802608E-01 a         2     0     1     1     2
  1.1863712403593749E+00 a         3     0     1     1     3
 -2.5207287386671190E-01 a         4     0     1     1     4
  4.8522586436926174E-01 a         5     0     1     1     5
 -3.8555687700707020E-01 a         6     0     1     1     6
  7.0624237706772353E-01 a         7     0     1     1     7
  1.2519388606949416E-01 a         8     0     1     1     8
  4.5123030037258521E-01 a         9     0     1     1     9
  2.9575051909549199E-01 a        10     0     1     1    10
 -7.5556768399633059E-02 a        11     0     1     1    11
 -5.4274601767770803E-01 a        12     0     1     1    12
 -4.8525873145643789E-01 a        13     0     1     1    13
 -5.2353180429141333E-01 a        14     0     1     1    14
  7.6380006141718104E-01 a        15     0     1     1    15
  5.8592550683333723E-02 a        16     0     2     1     1
 -1.1764169757836433E+00 a        17     0     2     1     2
  1.1097416308893164E+00 a        18     0     2     1     3
  1.2380897422979724E+00 a        19     0     2     1     4
  8.8267382190503840E-01 a        20     0     2     1     5
  2.7583626388568067E-01 a        21     0     2     1     6
 -8.0581232151243642E-01 a        22     0     2     1     7
 -9.3616054526013037E-01 a        23     0     2     1     8
 -6.5984544690716374E-01 a        24     0     2     1     9
  1.6559518596217068E-01 a        25     0     2     1    10
  6.7004844683973308E-01 a        26     0     2     1    11
  2.6075537374235963E-01 a        27     0     2     1    12
 -1.8191557479053599E-01 a        28     0     2     1    13
 -6.7704922927387989E-01 a        29     0     2     1    14
  9.1689489737771268E-01 a        30     0     2     1    15
 -1.0267736966145418E+00 a        31     0     3     1     1
 -6.2995002560131297E-01 a        32     0     3     1     2
 -5.1718716379191765E-01 a        33     0     3     1     3
 -1.7962645437884830E-01 a        34     0     3     1     4
  3.5624380266494182E-01 a        35     0     3     1     5
 -2.9295666431673481E-03 a        36     0     3     1     6
  4.7508220640927379E-01 a        37     0     3     1     7
 -7.9864078827878771E-01 a        38     0     3     1     8
 -8.5326035691739277E-01 a        39     0     3     1     9
  1.2719016253978324E+00 a        40     0     3     1    10
 -1.4718049901375968E-01 a        41     0     3     1    11
  9.2718756734965574E-02 a        42     0     3     1    12
  3.1224992223764120E-01 a        43     0     3     1    13
 -3.0608481941844540E-01 a        44     0     3     1    14
  1.3421130111099652E-01 a        45     0     3     1    15
  1.6748342589467055E-01 a        46     0     4     1     1
  3.7614507206089232E-01 a        47     0     4     1     2
  1.7642516835247402E+00 a        48     0     4     1     3
  1.5360474591657187E+00 a        49     0     4     1     4
  1.5001984141002442E+00 a        50     0     4     1     5
  8.5446905144849417E-01 a        51     0     4     1     6
  4.9098346928094155E-01 a        52     0     4     1     7
 -1.1177479143152016E+00 a        53     0     4     1     8
  4.4475009998690263E-01 a        54     0     4     1     9
 -1.5954593095501821E-02 a        55     0     4     1    10
 -5.7838207312726375E-01 a        56     0     4     1    11
  6.2735152660470417E-01 a        57     0     4     1    12
  2.7859298520110640E-02 a        58     0     4     1    13
 -1.8009351342804261E+00 a        59     0     4     1    14
  8.5537595784112586E-01 a        60     0     4     1    15
  9.4182502702668625E-01 a        61     0     5     1     1
  1.8082965756519431E-01 a        62     0     5     1     2
  2.2367456740243191E-01 a        63     0     5     1     3
  1.4445616530315217E-01 a        64     0     5     1     4
 -1.2007917084526530E-01 a        65     0     5     1     5
  2.7875536184090483E-01 a        66     0     5     1     6
  2.5326225760476145E-01 a        67     0     5     1     7
  4.8148735379574856E-02 a        68     0     5     1     8
 -1.5486724759117479E-01 a        69     0     5     1     9
 -6.4437666375322422E-01 a        70     0     5     1    10
  3.9472781593975470E-01 a        71     0     5     1    11
  6.0653049983566476E-01 a        72     0     5     1    12
 -5.7409936506444936E-02 a        73     0     5     1    13
  2.0801394745139652E-02 a        74     0     5     1    14
 -2.8706637789962947E-01 a        75     0     5     1    15
  5.0318561134977124E-01 a        76     0     6     1     1
 -2.4982860960371789E-01 a        77     0     6     1     2
  7.8620140364886271E-01 a        78     0     6     1     3
 -4.6258370792070358E-01 a        79     0     6     1     4
 -1.4536563903392175E-01 a        80     0     6     1     5
 -4.2640715153161696E-01 a        81     0     6     1     6
 -6.4646190046363805E-01 a        82     0     6     1     7
 -1.0840508438780494E+00 a        83     0     6     1     8
 -7.8155862990326219E-01 a        84     0     6     1     9
 -2.7792881723616040E-04 a        85     0     6     1    10
  1.0425202077681010E-01 a        86     0     6     1    11
  1.3915963547928536E+00 a        87     0     6     1    12
 -7.8773630402231276E-01 a        88     0     6     1    13
  1.7548969825253785E-01 a        89     0     6     1    14
  5.8133519084651830E-01 a        90     0     6     1    15
 -1.9438709796844397E-01 a        91     0     7     1     1
  1.9076418673902373E-01 a        92     0     7     1     2
 -3.2322401696425324E-01 a        93     0     7     1     3
  9.0990413386321534E-01 a        94     0     7     1     4
  3.8088381475762900E-01 a        95     0     7     1     5
  5.3070933085494887E-01 a        96     0     7     1     6
 -3.7911387228556848E-01 a        97     0     7     1     7
  1.2468201193699462E+00 a        98     0     7     1     8
 -3.2852378422335563E-04 a        99     0     7     1     9
  6.6675688033697789E-01 a       100     0     7     1    10
  1.0684259091458941E+00 a       101     0     7     1    11
  5.7525936605960548E-01 a       102     0     7     1    12
  2.5500639714559875E-01 a       103     0     7     1    13
  4.7265794247229015E-01 a       104     0     7     1    14
