################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5726297691691613E-01 a       332     0    23     1     2
  3.1796529919771666E-02 a       333     0    23     1     3
 -1.9862266667725439E-01 a       334     0    23     1     4
 -8.9121857198149509E-02 a       335     0    23     1     5
  1.7500562148634080E-01 a       336     0    23     1     6
  3.4021469385108777E-02 a       337     0    23     1     7
  1.4745917873599790E-01 a       338     0    23     1     8
  1.7196649582740045E-01 a       339     0    23     1     9
 -3.2160895830285197E-02 a       340     0    23     1    10
 -5.8010769326338654E-02 a       341     0    23     1    11
  2.2167415671271948E-01 a       342     0    23     1    12
  1.2281649250151967E-01 a       343     0    23     1    13
  2.8157978393553262E-01 a       344     0    23     1    14
  1.4373562192835650E-02 a       345     0    23     1    15
  8.6709065016694120E-02 a       346     0    24     1     1
  7.5110939019829681E-01 a       347     0    24     1     2
 -1.4177694478437183E-01 a       348     0    24     1     3
  2.7346918409288107E-01 a       349     0    24     1     4
 -2.0467946781799734E-01 a       350     0    24     1     5
 -4.8227955287001534E-01 a       351     0    24     1     6
 -1.5898335588228057E-01 a       352     0    24     1     7
  1.1082106938530414E-02 a       353     0    24     1     8
 -1.8699301924383103E+00 a       354     0    24     1     9
  3.4887794811721373E-01 a       355     0    24     1    10
  5.8927201914229421E-01 a       356     0    24     1    11
  6.2653265611205211E-02 a       357     0    24     1    12
  2.2784790506762215E-01 a       358     0    24     1    13
  4.7642377959583974E-02 a       359     0    24     1    14
  1.4478769377767736E-01 a       360     0    24     1    15
 -2.3258965500954704E-01 a       361     0    25     1     1
  3.2413690137909773E-01 a       362     0    25     1     2
  1.6535478576734178E-01 a       363     0    25     1     3
  1.8302310357734233E+00 a       364     0    25     1     4
  7.9351925437423559E-02 a       365     0    25     1     5
  2.1909027328721900E+00 a       366     0    25     1     6
 -1.3639724434952656E+00 a       367     0    25     1     7
 -3.4600389846952490E-01 a       368     0    25     1     8
 -2.2528604623038175E+00 a       369     0    25     1     9
 -1.2897653000958920E+00 a       370     0    25     1    10
  1.2046053349008745E+00 a       371     0    25     1    11
 -3.2237113287508623E-01 a       372     0    25     1    12
  8.6236466843082749E-01 a       373     0    25     1    13
  1.1560226911849731E+00 a       374     0    25     1    14
 -2.7136711331576974E-01 a       375     0    25     1    15
 -4.5229392357398851E-01 a       376     0    26     1     1
  4.7409501997839514E-03 a       377     0    26     1     2
 -1.2427104720126089E-01 a       378     0    26     1     3
  6.6624719035893981E-02 a       379     0    26     1     4
 -2.7166791815256630E-01 a       380     0    26     1     5
 -1.4940838713131721E-01 a       381     0    26     1     6
  2.5379610819564524E-01 a       382     0    26     1     7
