################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.1423498964568589E-01 a         1     0     1     1     1
  9.5443860108363365E-02 a         2     0     1     1     2
 -8.0391812882691815E-01 a         3     0     1     1     3
 -5.5790800995770318E-01 a         4     0     1     1     4
 -6.3143117231013834E-01 a         5     0     1     1     5
  3.8016537998612115E-01 a         6     0     1     1     6
  3.4690731166605060E-01 a         7     0     1     1     7
 -2.3174319208697658E-01 a         8     0     1     1     8
  1.9599729316732561E+00 a         9     0     1     1     9
 -3.9947563495067540E-01 a        10     0     1     1    10
 -1.9088081126480161E-01 a        11     0     1     1    11
  1.2177984541191236E-01 a        12     0     1     1    12
 -1.4780731524888657E+00 a        13     0     1     1    13
 -8.7623072615075659E-01 a        14     0     1     1    14
  5.0703389955400369E-01 a        15     0     1     1    15
 -1.0257981044719815E+00 a        16     0     2     1     1
  8.9394181118303617E-01 a        17     0     2     1     2
 -3.2268970315264203E+00 a        18     0     2     1     3
 -1.8310602734388033E+00 a        19     0     2     1     4
 -1.2479357621821510E+00 a        20     0     2     1     5
 -1.4026640090384463E+00 a        21     0     2     1     6
  3.5362198488998686E+00 a        22     0     2     1     7
 -1.7032797561041619E+00 a        23     0     2     1     8
  8.1509176655128157E-01 a        24     0     2     1     9
 -2.2713486093433035E+00 a        25     0     2     1    10
 -3.1109729854583605E+00 a        26     0     2     1    11
 -3.4657961845844669E+00 a        27     0     2     1    12
  6.1289121627491205E-01 a        28     0     2     1    13
  3.1833789118084037E+00 a        29     0     2     1    14
  1.3812694490587241E-01 a        30     0     2     1    15
  7.6798050022878805E-01 a        31     0     3     1     1
  8.0401000031124936E-01 a        32     0     3     1     2
