################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.6848934857358289E-01 a         1     0     1     1     1
  3.6080081437118751E-02 a         2     0     1     1     2
 -3.0558607544511146E-01 a         3     0     1     1     3
  2.8146740929062636E-01 a         4     0     1     1     4
  2.0484976323392487E-01 a         5     0     1     1     5
  1.3468158924518440E-02 a         6     0     1     1     6
  1.5369979897515142E+00 a         7     0     1     1     7
  2.6377916554858732E-01 a         8     0     1     1     8
  1.1563804035937929E-01 a         9     0     1     1     9
  8.5809592954338543E-02 a        10     0     1     1    10
 -6.9030169053559964E-01 a        11     0     1     1    11
  1.5245629461600418E-01 a        12     0     1     1    12
  3.0191392870373313E-01 a        13     0     1     1    13
 -1.0842299853309545E+00 a        14     0     1     1    14
  1.7080214392074594E-01 a        15     0     1     1    15
  1.4735452480657418E-01 a        16     0     2     1     1
 -8.4100355869846599E-01 a        17     0     2     1     2
 -2.1294964614034589E-01 a        18     0     2     1     3
  3.0642376986368963E-01 a        19     0     2     1     4
  1.7146320322766975E-01 a        20     0     2     1     5
 -7.0058451724403309E-02 a        21     0     2     1     6
 -2.4281753399072520E-01 a        22     0     2     1     7
  6.5215484405301422E-02 a        23     0     2     1     8
  1.1389839230241907E+00 a        24     0     2     1     9
 -1.7304478450735647E-01 a        25     0     2     1    10
  1.9221339937908510E+00 a        26     0     2     1    11
  3.1926868057023848E-02 a        27     0     2     1    12
  6.7880800009673758E-01 a        28     0     2     1    13
 -1.2539192927583820E+00 a        29     0     2     1    14
 -5.0791341254565289E-02 a        30     0     2     1    15
  1.0352176142448902E-01 a        31     0     3     1     1
  6.1143135720876940E-01 a        32     0     3     1     2
 -8.5802627039758461E-01 a        33     0     3     1     3
 -1.2210128263983475E+00 a        34     0     3     1     4
 -9.7304078056511298E-02 a        35     0     3     1     5
 -2.5255294919985682E-01 a        36     0     3     1     6
 -1.8264720347549235E-01 a        37     0     3     1     7
 -4.1620595242274849E-01 a        38     0     3     1     8
 -1.4150832663437021E-01 a        39     0     3     1     9
  4.5797390753072503E-01 a        40     0     3     1    10
 -3.6029888639746166E-01 a        41     0     3     1    11
 -8.6819432749870126E-02 a        42     0     3     1    12
  5.2046002931294355E-01 a        43     0     3     1    13
 -2.3537778076822374E-01 a        44     0     3     1    14
  5.0480860732272903E-01 a        45     0     3     1    15
 -1.0251656256555324E+00 a        46     0     4     1     1
  1.8483548636955133E-01 a        47     0     4     1     2
  3.4417749515575741E-01 a        48     0     4     1     3
  7.8734071321450905E-01 a        49     0     4     1     4
  1.5836863659099063E+00 a        50     0     4     1     5
 -1.3496355450624367E+00 a        51     0     4     1     6
 -5.3828917126042530E-01 a        52     0     4     1     7
  2.1248256075193478E-01 a        53     0     4     1     8
  1.0213002146329739E+00 a        54     0     4     1     9
 -4.0153464375143982E-01 a        55     0     4     1    10
  2.2860099691018607E-01 a        56     0     4     1    11
 -1.6579414634252376E-01 a        57     0     4     1    12
  2.4008467038416367E-01 a        58     0     4     1    13
 -1.2865103686450008E+00 a        59     0     4     1    14
  7.5448206192308942E-01 a        60     0     4     1    15
 -2.5175248536922790E-01 a        61     0     5     1     1
 -5.1103463833038554E-01 a        62     0     5     1     2
 -6.7425980086574300E-01 a        63     0     5     1     3
 -1.5642286092181695E-01 a        64     0     5     1     4
  8.4746106081351580E-01 a        65     0     5     1     5
  2.2810995676074375E-01 a        66     0     5     1     6
 -6.8437682185741922E-02 a        67     0     5     1     7
  3.3066289549042532E-01 a        68     0     5     1     8
  9.1847169425543596E-01 a        69     0     5     1     9
  8.4149615832330704E-01 a        70     0     5     1    10
  8.7531826989385753E-01 a        71     0     5     1    11
 -7.5824385993705323E-01 a        72     0     5     1    12
 -8.3621032166918452E-01 a        73     0     5     1    13
 -5.9699498203165946E-01 a        74     0     5     1    14
 -8.2255731110903796E-01 a        75     0     5     1    15
 -7.2040626501692651E-01 a        76     0     6     1     1
 -3.3034483869727005E-01 a        77     0     6     1     2
 -1.1737375693958545E+00 a        78     0     6     1     3
  4.9224121777348551E-01 a        79     0     6     1     4
  1.3768851477766015E+00 a        80     0     6     1     5
 -9.5491976679314206E-01 a        81     0     6     1     6
  9.3388799706480485E-01 a        82     0     6     1     7
 -3.2897607374058752E-01 a        83     0     6     1     8
 -7.9174633442863651E-01 a        84     0     6     1     9
 -5.6194777555736160E-02 a        85     0     6     1    10
  2.4455548496074581E-02 a        86     0     6     1    11
 -5.2069186401939904E-01 a        87     0     6     1    12
 -5.9093659592278125E-01 a        88     0     6     1    13
  5.5186783388369992E-02 a        89     0     6     1    14
 -6.2021310330371682E-01 a        90     0     6     1    15
  1.5053493389934125E+00 a        91     0     7     1     1
 -1.1176290115395369E+00 a        92     0     7     1     2
  3.6995791697377428E-01 a        93     0     7     1     3
  9.2305737395250687E-01 a        94     0     7     1     4
  5.9799291150515310E-01 a        95     0     7     1     5
  5.7945025723725341E-01 a        96     0     7     1     6
 -7.4897845239796401E-01 a        97     0     7     1     7
 -5.0082399291874491E-01 a        98     0     7     1     8
 -8.9221879705138274E-01 a        99     0     7     1     9
  1.8882283274711731E-01 a       100     0     7     1    10
  6.0535228366761906E-01 a       101     0     7     1    11
  7.8464677033544394E-01 a       102     0     7     1    12
  3.1756834074768425E-02 a       103     0     7     1    13
  5.1776517812521017E-01 a       104     0     7     1    14
 -7.1878991190392583E-01 a       105     0     7     1    15
 -5.0331694803662075E-01 a       106     0     8     1     1
  4.3471606651243222E-01 a       107     0     8     1     2
  2.6931087457743219E-01 a       108     0     8     1     3
  5.9961626234859533E-01 a       109     0     8     1     4
  1.8336008172998192E-01 a       110     0     8     1     5
 -9.7372481188780169E-01 a       111     0     8     1     6
  2.4232966415322885E-01 a       112     0     8     1     7
 -7.2577531952462937E-01 a       113     0     8     1     8
  5.2372930742396995E-01 a       114     0     8     1     9
  6.3268941373536947E-02 a       115     0     8     1    10
 -2.9570053744862984E-01 a       116     0     8     1    11
  4.0172043150400721E-01 a       117     0     8     1    12
  1.0531743259249222E-01 a       118     0     8     1    13
 -3.9324206592440675E-01 a       119     0     8     1    14
 -1.5747851381103595E-01 a       120     0     8     1    15
 -4.2774310378082936E-01 a       121     0     9     1     1
 -1.9524048057174989E-01 a       122     0     9     1     2
  7.3317288902601452E-01 a       123     0     9     1     3
  9.1638458586623261E-01 a       124     0     9     1     4
 -6.4110053313903537E-01 a       125     0     9     1     5
 -8.0127458716740176E-03 a       126     0     9     1     6
