################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -6.2174327417285340E-02 a         1     0     1     1     1
  5.8724896615954492E-01 a         2     0     1     1     2
 -1.3194413895695556E+00 a         3     0     1     1     3
  3.8901745977118474E-01 a         4     0     1     1     4
  4.1036800724034594E-02 a         5     0     1     1     5
  1.3606761290581804E+00 a         6     0     1     1     6
  9.5286564209396030E-01 a         7     0     1     1     7
 -5.9654720369227887E-01 a         8     0     1     1     8
 -2.7049934820067445E-01 a         9     0     1     1     9
  1.0809586547679104E+00 a        10     0     1     1    10
  7.7978673371362905E-01 a        11     0     1     1    11
 -2.4304686637412659E-01 a        12     0     1     1    12
  3.1807204247276599E-01 a        13     0     1     1    13
  5.6439783178935221E-01 a        14     0     1     1    14
  8.0028611340255879E-02 a        15     0     1     1    15
  1.3406652861260180E+00 a        16     0     2     1     1
  2.1153125859813038E+00 a        17     0     2     1     2
  4.6752935446166155E-01 a        18     0     2     1     3
 -1.5742620124371958E+00 a        19     0     2     1     4
 -8.3029383415258215E-02 a        20     0     2     1     5
 -2.6564389400692501E-01 a        21     0     2     1     6
  1.6776363746920415E+00 a        22     0     2     1     7
 -1.0013157043748437E+00 a        23     0     2     1     8
 -3.3482665472491675E+00 a        24     0     2     1     9
  7.3428062430510876E-01 a        25     0     2     1    10
  2.1217046234531489E+00 a        26     0     2     1    11
  2.1892955478478799E+00 a        27     0     2     1    12
  2.0811266271402609E+00 a        28     0     2     1    13
 -1.9375204047597225E-01 a        29     0     2     1    14
 -1.5511756921222790E+00 a        30     0     2     1    15
 -4.2405869317445333E-01 a        31     0     3     1     1
 -1.7239700859304505E-01 a        32     0     3     1     2
 -7.2976601943519204E-01 a        33     0     3     1     3
  7.7200412443552147E-01 a        34     0     3     1     4
 -6.9237597298429110E-01 a        35     0     3     1     5
 -1.5038741034546796E-01 a        36     0     3     1     6
  7.4439573125823433E-01 a        37     0     3     1     7
  2.4253070726761222E-01 a        38     0     3     1     8
 -6.2698371907657924E-01 a        39     0     3     1     9
  8.6098287601879639E-02 a        40     0     3     1    10
  6.1306171714996849E-01 a        41     0     3     1    11
  9.6857636649596301E-01 a        42     0     3     1    12
  7.2988917700754219E-01 a        43     0     3     1    13
  7.6265520979861479E-01 a        44     0     3     1    14
 -1.1535912876645681E-01 a        45     0     3     1    15
  2.6766848808106928E-02 a        46     0     4     1     1
 -8.9540609219969436E-01 a        47     0     4     1     2
 -7.0943676724921034E-01 a        48     0     4     1     3
  1.2557095066152864E+00 a        49     0     4     1     4
  1.3438824565683072E+00 a        50     0     4     1     5
  1.5800974224058513E+00 a        51     0     4     1     6
  2.0828902800027222E+00 a        52     0     4     1     7
  1.9261147991902563E+00 a        53     0     4     1     8
  2.7465752303621191E+00 a        54     0     4     1     9
 -9.7463558969206898E-01 a        55     0     4     1    10
 -2.5046604185954693E+00 a        56     0     4     1    11
 -8.6594903877147980E-02 a        57     0     4     1    12
  1.2123320889302272E-01 a        58     0     4     1    13
  1.0134445984272582E+00 a        59     0     4     1    14
 -5.3213294066630523E-01 a        60     0     4     1    15
 -1.6359920811214393E-01 a        61     0     5     1     1
 -1.6282039213620667E-01 a        62     0     5     1     2
  7.3703368668828251E-01 a        63     0     5     1     3
 -9.5314150899988070E-01 a        64     0     5     1     4
  1.0050219313772055E+00 a        65     0     5     1     5
 -4.8935997484219979E-01 a        66     0     5     1     6
 -6.9862232012790737E-01 a        67     0     5     1     7
  5.8776940627357976E-01 a        68     0     5     1     8
  6.7196563124779995E-01 a        69     0     5     1     9
 -3.8512985112784487E-01 a        70     0     5     1    10
 -8.0862934543704612E-01 a        71     0     5     1    11
  5.4243472769241008E-01 a        72     0     5     1    12
 -2.6364229172456244E-01 a        73     0     5     1    13
  3.0938552695313187E-01 a        74     0     5     1    14
  1.2206152340910676E+00 a        75     0     5     1    15
  6.9088955818761635E-02 a        76     0     6     1     1
 -5.7127214598430620E-01 a        77     0     6     1     2
 -9.7254872207472787E-01 a        78     0     6     1     3
  1.3419622375953781E+00 a        79     0     6     1     4
  9.0619929377185626E-01 a        80     0     6     1     5
  7.5200675425812002E-01 a        81     0     6     1     6
  1.7204037445287643E+00 a        82     0     6     1     7
  4.1572230438309599E-01 a        83     0     6     1     8
  2.9485200928511426E+00 a        84     0     6     1     9
 -2.7630868342637371E+00 a        85     0     6     1    10
 -2.2969905322446675E+00 a        86     0     6     1    11
 -1.4267841148439844E+00 a        87     0     6     1    12
  7.8069713277885866E-01 a        88     0     6     1    13
  9.5981556141955104E-01 a        89     0     6     1    14
  1.9547106790644136E-01 a        90     0     6     1    15
 -6.0987855229560339E-01 a        91     0     7     1     1
 -1.1156078848677291E+00 a        92     0     7     1     2
  1.5101222637373752E+00 a        93     0     7     1     3
  6.7486311585831543E-02 a        94     0     7     1     4
  6.4711462647931553E-02 a        95     0     7     1     5
 -2.8021586905772961E-01 a        96     0     7     1     6
 -7.1350962538383478E-01 a        97     0     7     1     7
  7.0734469871932559E-01 a        98     0     7     1     8
  3.0790854388574518E-01 a        99     0     7     1     9
  4.9072396328623136E-01 a       100     0     7     1    10
 -2.4104108598280649E-01 a       101     0     7     1    11
 -2.8154855717606780E-01 a       102     0     7     1    12
  7.0896707950247750E-01 a       103     0     7     1    13
 -9.6670002159089696E-01 a       104     0     7     1    14
  8.6147891032307855E-02 a       105     0     7     1    15
 -1.6969801132466520E+00 a       106     0     8     1     1
  2.6955198954310626E+00 a       107     0     8     1     2
  2.0500062023680701E+00 a       108     0     8     1     3
 -1.0147844745094621E+00 a       109     0     8     1     4
 -1.6778047993315854E+00 a       110     0     8     1     5
 -3.2812118339014216E+00 a       111     0     8     1     6
 -1.9624119808339795E+00 a       112     0     8     1     7
 -4.2851393837013096E-01 a       113     0     8     1     8
 -4.0020756130626705E+00 a       114     0     8     1     9
